Name,Gender,Age,Country,HighSchoolName,HighSchoolLocation,HSGA,SAT,GAT,Languages,FirstGenerationCollegeStudent,FinancialAidNeeded,CGPA,CGPA_Category_Predicted
Anthony Brown,Female,19,Canada,Mcintyre-Holmes School,Chicago,8.0,1353.0,60.0,English,Yes,No,1.39,Average
Brenda Henderson,Female,19,Turkey,Ibarra and Sons School,Berlin,8.0,1529.0,61.0,French,Yes,Yes,3.03,Excellent
Olivia Salazar,Male,17,Canada,"Griffith, Bauer and Mckenzie School",Paris,6.0,1464.0,83.0,Spanish,Yes,No,2.6,Good
Mr. Michael Blair DDS,Male,17,Russia,Orozco PLC School,London,9.0,1518.0,78.0,German,No,Yes,3.07,Excellent
Dr. Austin Huerta MD,Female,18,France,Gutierrez and Sons School,Paris,8.0,1309.0,81.0,English,No,Yes,1.15,Average
Seth Romero,Female,19,France,Lopez PLC School,Toronto,8.0,1477.0,60.0,Spanish,No,Yes,2.54,Good
Daniel Drake,Male,18,Russia,Hamilton and Sons School,Sydney,8.0,1306.0,77.0,German,Yes,Yes,1.09,Average
Theresa Wilson,Female,19,Italy,Stevens-Reeves School,Toronto,8.0,1576.0,89.0,English,Yes,No,3.7,Excellent
Melissa Anderson,Female,18,South Africa,Mcdaniel Ltd School,New York,8.0,1455.0,78.0,French,Yes,No,2.48,Good
Justin Rowe,Male,17,Italy,"Todd, Phillips and Olson School",Berlin,7.0,1330.0,89.0,German,No,No,1.4,Average
Juan Murphy,Male,18,Colombia,Carlson Inc School,New York,7.0,1308.0,69.0,Spanish,Yes,Yes,1.04,Average
Paula Silva,Male,18,Indonesia,Santiago PLC School,Sydney,9.0,1276.0,93.0,English,No,Yes,0.94,Poor
Megan Hill,Female,17,South Korea,"Esparza, Young and Carlson School",Vancouver,10.0,1478.0,84.0,French,No,Yes,2.76,Good
Edward Maldonado,Female,19,Argentina,Graves LLC School,Dubai,7.0,1287.0,68.0,English,No,Yes,0.83,Poor
Jeremy Farrell,Female,19,US,Rodriguez-Gonzales School,Los Angeles,7.0,1438.0,69.0,French,No,Yes,2.25,Good
Kayla Wilson,Male,17,Canada,"Harrison, Cox and Torres School",Berlin,9.0,1306.0,85.0,German,Yes,No,1.16,Average
Taylor Larson,Male,18,Argentina,Preston-Johnson School,Chicago,8.0,1465.0,93.0,German,Yes,Yes,2.7,Good
Michael Tucker,Male,18,Spain,Boyd PLC School,Paris,6.0,1526.0,77.0,German,No,Yes,3.12,Excellent
Tristan Garza,Male,18,Canada,Miller-Adams School,Vancouver,7.0,1511.0,70.0,French,No,No,2.93,Good
Jeffery Brown,Male,19,India,"Phillips, Patel and Rose School",Houston,9.0,1504.0,95.0,French,No,Yes,3.08,Excellent
Morgan Jimenez,Female,18,Turkey,"Morrison, Brown and Alvarez School",Tokyo,9.0,1275.0,87.0,German,Yes,No,0.89,Poor
Andrew Glenn,Female,19,Indonesia,Brandt PLC School,Los Angeles,6.0,1235.0,78.0,English,No,Yes,0.42,Poor
Louis Jones,Female,18,Nigeria,"Lynch, Price and Stark School",Houston,7.0,1480.0,80.0,French,No,Yes,2.73,Good
Brenda Diaz,Female,17,Iran,Fowler Inc School,Vancouver,7.0,1347.0,68.0,Spanish,Yes,No,1.39,Average
Robert Gonzalez,Male,17,Colombia,"Perez, Richardson and Riley School",Toronto,9.0,1373.0,85.0,French,Yes,Yes,1.78,Average
Carl Wright MD,Female,19,Turkey,"Nguyen, Andrade and Henry School",Vancouver,6.0,1212.0,74.0,German,Yes,No,0.18,Poor
Tiffany Robinson,Male,19,Australia,"Perez, Sharp and Fox School",Sydney,6.0,1304.0,100.0,Spanish,No,No,1.25,Average
William Whitaker,Female,17,Japan,Irwin PLC School,Berlin,9.0,1213.0,79.0,Spanish,Yes,Yes,0.24,Poor
Thomas Johnson,Female,17,France,Hansen PLC School,Houston,7.0,1552.0,79.0,French,Yes,No,3.39,Excellent
Denise Williams,Female,18,Canada,Schneider LLC School,Paris,9.0,1297.0,83.0,French,Yes,Yes,1.06,Average
Andrew Perez,Female,17,Colombia,Mcdonald-Dean School,Berlin,7.0,1423.0,97.0,German,No,Yes,2.33,Good
Gary Hodge,Male,19,Indonesia,Brooks-Padilla School,Chicago,6.0,1216.0,92.0,Spanish,Yes,Yes,0.36,Poor
Rebecca Coleman,Female,17,Colombia,Miller PLC School,Phoenix,7.0,1467.0,78.0,French,Yes,Yes,2.59,Good
Adam Vazquez,Female,19,South Africa,"Ward, Rivera and Brooks School",Beijing,9.0,1329.0,89.0,French,Yes,Yes,1.4,Average
Mrs. Lisa Wallace,Female,19,Vietnam,"Mitchell, Thomas and Stevens School",Vancouver,9.0,1559.0,83.0,English,Yes,Yes,3.5,Excellent
Stanley Wilson,Male,18,South Africa,Page-Reid School,Toronto,9.0,1555.0,80.0,French,Yes,No,3.43,Excellent
Veronica Roach,Male,18,Indonesia,"Brown, Green and Thomas School",Moscow,8.0,1330.0,68.0,Spanish,No,No,1.24,Average
Steven Hernandez,Male,18,US,Elliott Inc School,Toronto,9.0,1560.0,79.0,German,No,No,3.47,Excellent
William Brown,Male,18,Turkey,Rangel and Sons School,Berlin,7.0,1598.0,70.0,English,Yes,No,3.74,Excellent
Patricia Edwards,Female,17,China,"Roberts, Todd and Bentley School",Beijing,7.0,1530.0,97.0,French,No,No,3.33,Excellent
Amber Welch,Female,18,Colombia,Choi LLC School,Cape Town,10.0,1538.0,73.0,Spanish,Yes,Yes,3.22,Excellent
Candace Hernandez,Female,17,US,Thomas and Sons School,Phoenix,6.0,1300.0,98.0,English,No,Yes,1.19,Average
Leslie Larson,Male,18,Indonesia,"Stone, Warren and Crane School",Los Angeles,6.0,1431.0,81.0,French,No,No,2.27,Good
Rebecca Baker,Male,18,Turkey,White Inc School,New York,7.0,1227.0,85.0,English,No,No,0.41,Poor
James Welch,Male,19,Argentina,Richardson-Stuart School,Toronto,6.0,1238.0,82.0,French,Yes,Yes,0.49,Poor
Scott Roth,Male,17,Thailand,Howell-Brown School,Dubai,7.0,1600.0,65.0,English,No,Yes,3.72,Excellent
Jeffrey Phillips,Female,19,Brazil,"Smith, Wise and Bush School",Toronto,8.0,1331.0,75.0,English,No,No,1.3,Average
William Benjamin,Male,18,Italy,Johnson Group School,London,8.0,1499.0,64.0,French,Yes,Yes,2.78,Good
James Chapman,Male,17,Australia,Rivera Inc School,Beijing,10.0,1523.0,85.0,French,No,No,3.18,Excellent
Ronnie Keller,Female,18,Indonesia,"Cooper, Guzman and Rodgers School",Phoenix,9.0,1543.0,78.0,French,Yes,No,3.31,Excellent
Jessica Armstrong,Female,19,Germany,Parker-King School,Vancouver,7.0,1599.0,91.0,Spanish,No,Yes,3.92,Excellent
Tammy Norman,Female,17,US,Martinez-Cooke School,Vancouver,7.0,1297.0,69.0,German,No,Yes,0.93,Poor
Stacey Castillo,Male,19,Egypt,Mccoy PLC School,Dubai,8.0,1216.0,67.0,English,Yes,No,0.17,Poor
Emily Jimenez,Female,18,Turkey,Grant-Perkins School,Houston,8.0,1364.0,76.0,French,No,No,1.62,Average
Caitlin Atkins,Female,18,Nigeria,"Martin, Johnson and Torres School",London,7.0,1252.0,97.0,English,No,No,0.74,Poor
Jennifer Shaffer,Male,18,South Korea,Cantu-Flores School,Beijing,8.0,1209.0,88.0,French,Yes,No,0.27,Poor
Breanna Rivas,Male,17,France,Koch-Soto School,Chicago,8.0,1344.0,77.0,French,No,No,1.44,Average
Christine Burgess,Male,19,Brazil,"Owens, Gonzalez and Farley School",Phoenix,8.0,1513.0,81.0,French,Yes,Yes,3.05,Excellent
Pamela Peterson,Female,19,Mexico,"Brown, Collins and Foster School",Tokyo,8.0,1426.0,63.0,Spanish,Yes,No,2.09,Good
Brenda Fletcher,Female,18,Russia,Smith PLC School,Berlin,7.0,1325.0,99.0,French,Yes,No,1.44,Average
Vanessa Phillips,Male,19,Australia,Simmons Inc School,Sydney,10.0,1462.0,87.0,Spanish,Yes,Yes,2.63,Good
Alfred Vaughn,Male,17,Italy,Rios-Garner School,New York,9.0,1293.0,71.0,English,No,Yes,0.92,Poor
John Watts,Female,18,US,"Mosley, Hartman and Maynard School",Los Angeles,7.0,1206.0,83.0,Spanish,Yes,Yes,0.2,Poor
Danny Smith,Female,18,China,Cole-Jones School,Paris,9.0,1506.0,64.0,German,Yes,No,2.85,Good
Chelsea Conner,Female,18,Mexico,"Roy, Moran and Singleton School",Berlin,8.0,1449.0,99.0,French,Yes,No,2.6,Good
Crystal Anderson,Male,17,Italy,Ortega-Patel School,Moscow,10.0,1505.0,67.0,English,Yes,Yes,2.87,Good
Eric Ingram,Female,18,Indonesia,"Perez, Elliott and Stewart School",Chicago,9.0,1216.0,86.0,English,No,Yes,0.33,Poor
Colleen Hall,Male,18,Italy,"Smith, Yu and Rodriguez School",Beijing,8.0,1535.0,70.0,Spanish,Yes,Yes,3.16,Excellent
Melissa Cooper,Female,18,US,"Evans, Meza and Lucas School",Moscow,6.0,1448.0,89.0,English,No,Yes,2.5,Good
Leslie Lewis,Male,18,Iran,"Hopkins, Flores and Potter School",Toronto,7.0,1425.0,91.0,English,Yes,Yes,2.3,Good
Antonio Tyler,Female,19,Brazil,Norris-Tyler School,Los Angeles,8.0,1450.0,87.0,English,No,Yes,2.51,Good
Glenda Williams,Female,18,UK,"Mayo, King and Gregory School",Cape Town,9.0,1546.0,85.0,Spanish,Yes,No,3.39,Excellent
Jaime Santos,Male,17,Russia,"Morris, Davis and Fields School",Sydney,7.0,1435.0,96.0,Spanish,Yes,Yes,2.44,Good
Pamela Romero,Female,18,Turkey,Snow and Sons School,Toronto,7.0,1432.0,63.0,French,Yes,No,2.14,Good
Katherine Shields,Male,18,Iran,Kelley Ltd School,Vancouver,9.0,1596.0,73.0,French,Yes,No,3.76,Excellent
Kristie Rhodes,Female,19,Bangladesh,Graves PLC School,Toronto,10.0,1503.0,70.0,Spanish,No,No,2.87,Good
Laura Casey,Female,18,Pakistan,Owen-Gregory School,Berlin,8.0,1377.0,100.0,English,Yes,Yes,1.94,Average
Victoria Haas,Female,19,Australia,Carson Group School,Moscow,7.0,1483.0,76.0,Spanish,No,Yes,2.72,Good
Donald Miranda,Female,17,South Korea,Walton and Sons School,Cape Town,7.0,1356.0,89.0,French,Yes,No,1.65,Average
Chris Kline,Female,19,Colombia,Smith-Bennett School,Vancouver,6.0,1292.0,87.0,English,No,Yes,1.03,Average
Jordan Greene,Male,18,India,Harris Inc School,Moscow,10.0,1439.0,68.0,Spanish,Yes,Yes,2.26,Good
Alan Woodard,Male,17,Italy,Webster-Townsend School,Moscow,6.0,1571.0,70.0,French,No,No,3.49,Excellent
Haley Kelly,Male,18,Turkey,Baxter-Larson School,Houston,8.0,1572.0,71.0,Spanish,Yes,Yes,3.51,Excellent
Gary Ross,Female,19,Japan,"Goodman, Morgan and Miranda School",Phoenix,7.0,1337.0,76.0,English,Yes,Yes,1.36,Average
Laura Smith,Male,17,France,Gates PLC School,Vancouver,8.0,1411.0,69.0,German,No,No,2.0,Good
Scott Burke,Male,17,India,Kennedy-Banks School,London,9.0,1285.0,61.0,German,No,No,0.77,Poor
Amanda Hooper,Female,19,Egypt,"Velasquez, Hess and Taylor School",Sydney,9.0,1598.0,95.0,Spanish,Yes,No,3.96,Excellent
Frank Carney,Male,19,Thailand,Garrett and Sons School,London,7.0,1592.0,99.0,English,Yes,No,3.92,Excellent
Corey Tucker,Male,17,South Korea,"Fernandez, Jones and Smith School",Beijing,6.0,1460.0,74.0,French,No,No,2.49,Good
Tammy Anderson,Male,17,Italy,Hicks Group School,Houston,7.0,1522.0,74.0,English,Yes,Yes,3.07,Excellent
Jack Johnson,Female,19,Germany,Brown-Hamilton School,Los Angeles,10.0,1486.0,60.0,Spanish,Yes,Yes,2.63,Good
Jay Wiley,Female,18,Vietnam,Stewart-Johnson School,Toronto,9.0,1437.0,87.0,French,No,No,2.39,Good
Tammy Goodwin,Female,17,Argentina,Moore and Sons School,Moscow,8.0,1221.0,93.0,English,No,No,0.43,Poor
Kelli Roy,Male,19,India,"Alexander, Dickerson and Morgan School",Vancouver,8.0,1382.0,66.0,Spanish,Yes,No,1.7,Average
Mindy Stanley,Male,18,US,Warren Group School,Toronto,9.0,1470.0,66.0,English,No,Yes,2.53,Good
Robert Parker,Male,17,Italy,Gray Group School,New York,7.0,1471.0,92.0,French,No,Yes,2.74,Good
Michael Merritt,Female,17,Indonesia,Callahan-Jackson School,Paris,10.0,1349.0,85.0,Spanish,No,Yes,1.56,Average
Katie Pope,Female,19,Indonesia,Lee LLC School,London,8.0,1577.0,62.0,German,No,Yes,3.49,Excellent
Kyle White,Male,18,Thailand,Holmes-Robinson School,New York,8.0,1267.0,85.0,Spanish,Yes,Yes,0.79,Poor
James Brewer,Female,17,UK,"Smith, Taylor and Johnson School",Vancouver,8.0,1400.0,72.0,French,Yes,No,1.92,Average
Becky Blevins,Male,18,South Africa,Rogers Ltd School,Moscow,6.0,1476.0,75.0,German,Yes,No,2.64,Good
Daniel Carter,Male,18,Canada,Thomas-Walker School,New York,7.0,1479.0,91.0,Spanish,No,No,2.81,Good
John Bray,Male,17,Turkey,"Chapman, Dean and Heath School",Sydney,9.0,1459.0,92.0,English,No,Yes,2.64,Good
Dustin Kelly,Male,18,Brazil,Stanton-Oneal School,Cape Town,6.0,1310.0,76.0,Spanish,Yes,Yes,1.11,Average
Keith Cox,Female,17,Italy,Adams-Clark School,Berlin,8.0,1262.0,98.0,Spanish,Yes,No,0.85,Poor
Patrick Taylor,Male,18,Pakistan,Smith-Moody School,Beijing,7.0,1454.0,76.0,English,Yes,No,2.45,Good
Tiffany Robles,Female,17,Nigeria,Garcia Inc School,Tokyo,8.0,1440.0,91.0,German,No,Yes,2.45,Good
Keith Bennett,Female,19,India,Collins LLC School,London,7.0,1272.0,79.0,French,No,Yes,0.78,Poor
Tyler Mcdonald,Male,17,US,Jackson Group School,Tokyo,7.0,1482.0,96.0,German,Yes,No,2.88,Good
Alexandra Morgan,Male,17,Japan,"Powell, Howard and King School",Chicago,9.0,1382.0,96.0,Spanish,No,Yes,1.96,Average
Vicki Lopez,Male,17,China,Tate-Armstrong School,Dubai,7.0,1467.0,63.0,German,No,No,2.47,Good
Stephen Clark,Male,18,South Africa,Hernandez and Sons School,Tokyo,8.0,1535.0,97.0,German,Yes,Yes,3.38,Excellent
Alexandra Case,Male,19,South Korea,"Flores, Cuevas and Stephens School",Cape Town,8.0,1268.0,93.0,Spanish,Yes,No,0.86,Poor
Karen Hale,Male,18,South Korea,Rangel-Allen School,New York,9.0,1208.0,92.0,English,Yes,No,0.3,Poor
George Patton,Male,18,Germany,Gregory Group School,Sydney,10.0,1512.0,68.0,Spanish,No,No,2.94,Good
Jesse Johnson,Male,17,Spain,Cruz Ltd School,Dubai,9.0,1444.0,92.0,Spanish,No,No,2.5,Good
Felicia Smith,Male,18,Italy,Torres-Ball School,Cape Town,7.0,1480.0,94.0,German,Yes,Yes,2.84,Good
Haley Jones,Female,17,Canada,Farmer Inc School,Chicago,6.0,1535.0,72.0,German,No,Yes,3.17,Excellent
James Mccormick,Female,19,South Africa,Hardin-Hanson School,Chicago,7.0,1521.0,98.0,English,No,No,3.25,Excellent
Arthur Yu,Male,18,South Korea,Williams Ltd School,Berlin,8.0,1584.0,62.0,Spanish,No,No,3.55,Excellent
Amanda Osborne,Male,18,Nigeria,Jones-Velez School,Beijing,6.0,1414.0,66.0,French,Yes,No,1.99,Average
Brenda Mendez,Female,18,Australia,"Reyes, Chang and Valencia School",London,8.0,1395.0,82.0,German,No,No,1.96,Average
Seth Soto,Male,17,Pakistan,"Brooks, Anderson and Blair School",Dubai,8.0,1361.0,83.0,English,Yes,Yes,1.65,Average
Susan Shaffer,Male,17,Italy,Evans-Silva School,London,7.0,1261.0,86.0,German,No,No,0.74,Poor
Hannah Caldwell,Female,18,Vietnam,Delacruz Group School,Vancouver,9.0,1429.0,61.0,German,Yes,Yes,2.11,Good
Martha Beltran,Male,18,Mexico,Miller and Sons School,New York,6.0,1311.0,98.0,English,Yes,Yes,1.3,Average
Kimberly Foster,Male,19,China,Elliott-Walker School,Sydney,6.0,1569.0,62.0,Spanish,No,Yes,3.4,Excellent
Stephen Washington,Male,19,Canada,"Curtis, Carter and Day School",Toronto,9.0,1433.0,66.0,French,No,No,2.18,Good
Thomas Morales,Female,19,Brazil,Hill-Harris School,Chicago,8.0,1437.0,61.0,French,Yes,Yes,2.18,Good
Michelle Todd,Male,19,UK,Gray-Howell School,Tokyo,9.0,1342.0,83.0,English,Yes,Yes,1.48,Average
Bryan Church,Male,19,China,Walsh and Sons School,Houston,8.0,1221.0,97.0,English,Yes,Yes,0.46,Poor
Vicki Miller,Female,17,Colombia,Perry-Bryan School,Dubai,7.0,1213.0,87.0,Spanish,No,Yes,0.3,Poor
Stephanie Alexander,Male,19,Indonesia,Hernandez-Mckinney School,Phoenix,9.0,1369.0,93.0,German,No,Yes,1.81,Average
Angela Anderson,Male,19,Mexico,"Barajas, Clay and Ware School",London,9.0,1234.0,61.0,Spanish,No,No,0.29,Poor
Jessica Allen,Male,18,Pakistan,Knapp Ltd School,Phoenix,9.0,1443.0,82.0,French,Yes,Yes,2.41,Good
Jerry Harrington,Male,17,Mexico,Baker-Henderson School,Sydney,7.0,1552.0,78.0,English,No,No,3.38,Excellent
Kari Anderson,Female,19,China,Medina PLC School,New York,8.0,1553.0,80.0,German,No,No,3.41,Excellent
Roy Cox,Female,19,Nigeria,Baker Inc School,London,7.0,1464.0,63.0,French,No,Yes,2.44,Good
Chase Richards,Female,19,Canada,Tucker Ltd School,Cape Town,6.0,1284.0,87.0,English,No,Yes,0.95,Poor
Thomas Simmons,Female,18,Vietnam,Smith LLC School,Phoenix,10.0,1545.0,80.0,English,No,Yes,3.35,Excellent
Andrea Rivera,Male,18,Vietnam,"Knight, Gomez and Rodgers School",Sydney,7.0,1554.0,91.0,English,Yes,No,3.5,Excellent
Anthony Johnson,Female,18,UK,"Wilson, Graham and Jones School",New York,10.0,1279.0,79.0,English,No,No,0.86,Poor
Ronald Brown,Male,19,US,Ferguson Ltd School,Tokyo,8.0,1495.0,66.0,French,No,Yes,2.76,Good
Joseph Michael,Female,18,Iran,Weaver LLC School,Chicago,7.0,1315.0,86.0,Spanish,Yes,No,1.24,Average
Robert Thornton,Male,19,Iran,"Moran, Cooke and Durham School",Paris,8.0,1521.0,67.0,English,Yes,Yes,3.01,Excellent
Sherri Stone,Female,17,Pakistan,"Garcia, Mercado and Christensen School",Houston,9.0,1599.0,95.0,English,No,Yes,3.97,Excellent
Eric Lindsey,Male,19,Mexico,Rosales-Freeman School,Paris,9.0,1212.0,85.0,German,No,Yes,0.28,Poor
Charles Smith,Male,18,Iran,"Ellison, Collins and Armstrong School",Los Angeles,9.0,1559.0,66.0,French,No,No,3.36,Excellent
Justin Stewart,Female,17,Brazil,"Cox, Alvarez and Friedman School",Tokyo,9.0,1449.0,98.0,English,No,No,2.59,Good
Lindsey Huynh,Female,19,Mexico,Galloway LLC School,London,9.0,1589.0,81.0,French,Yes,No,3.76,Excellent
Robin Peters,Male,17,Brazil,"Liu, Saunders and Nichols School",Vancouver,9.0,1386.0,63.0,French,Yes,Yes,1.72,Average
Michael Clark,Female,17,Colombia,Grant LLC School,New York,7.0,1539.0,85.0,English,No,Yes,3.32,Excellent
Carrie Small,Female,17,Iran,West PLC School,London,8.0,1225.0,70.0,German,No,Yes,0.28,Poor
Karl Brown,Female,19,Mexico,Andrews-Hood School,Tokyo,7.0,1334.0,92.0,French,No,No,1.47,Average
Robin Smith,Female,18,Bangladesh,Reed-Williams School,Dubai,10.0,1227.0,93.0,English,No,No,0.49,Poor
Michael Duarte,Male,19,Colombia,Douglas Inc School,Moscow,10.0,1590.0,99.0,French,Yes,Yes,3.92,Excellent
Mr. David Cordova Jr.,Male,18,Turkey,Pearson-Lee School,Houston,6.0,1527.0,80.0,English,Yes,Yes,3.16,Excellent
Daniel Allen,Female,19,UK,Mcgrath-Greene School,Berlin,9.0,1541.0,78.0,German,No,No,3.29,Excellent
Tyler Cruz,Male,19,Brazil,"Sparks, Williams and Holden School",Toronto,10.0,1575.0,90.0,French,No,Yes,3.71,Excellent
Jennifer Smith,Female,19,Thailand,"Barrett, Hampton and Mcmahon School",Beijing,7.0,1234.0,65.0,German,No,Yes,0.31,Poor
Lisa Morris,Female,18,Thailand,Newman-Rodriguez School,Berlin,8.0,1354.0,82.0,French,Yes,Yes,1.57,Average
Jack Murray,Male,19,Brazil,Alexander Inc School,Houston,10.0,1228.0,82.0,English,Yes,Yes,0.41,Poor
Justin Lewis,Female,17,France,Hunter PLC School,Dubai,6.0,1284.0,64.0,French,No,Yes,0.77,Poor
Andrew Riley,Male,19,Turkey,"Smith, Hawkins and Black School",Toronto,9.0,1292.0,77.0,English,No,Yes,0.96,Poor
Harold Aguilar,Female,17,Bangladesh,Smith-Schroeder School,Cape Town,7.0,1388.0,94.0,French,No,No,1.98,Average
Nicholas Lopez,Male,18,Egypt,Wilson-Ponce School,Toronto,10.0,1307.0,94.0,English,No,No,1.25,Average
Janet Mayo,Female,18,Thailand,"James, Wong and Lin School",Beijing,10.0,1240.0,64.0,French,Yes,Yes,0.38,Poor
Jesus Griffin,Female,19,China,Soto-Rice School,Beijing,10.0,1267.0,64.0,Spanish,No,Yes,0.63,Poor
Brittany Clarke,Female,19,India,"Li, Snyder and Roman School",Moscow,8.0,1259.0,71.0,Spanish,Yes,No,0.6,Poor
Damon Padilla,Female,19,Philippines,Moore Group School,Dubai,9.0,1589.0,95.0,English,Yes,No,3.87,Excellent
Pam Castaneda,Female,17,Brazil,"Welch, Eaton and Buck School",Sydney,9.0,1504.0,65.0,German,Yes,No,2.84,Good
Michael Shelton,Male,18,Nigeria,Clark-Hunter School,Dubai,7.0,1587.0,89.0,English,Yes,No,3.8,Excellent
Nathan Edwards,Male,17,Philippines,"Ware, Roberts and Fisher School",Houston,9.0,1376.0,64.0,German,Yes,No,1.64,Average
Leah Vazquez,Male,17,Mexico,Park Group School,Paris,6.0,1311.0,85.0,English,Yes,Yes,1.19,Average
John Beard,Female,19,Indonesia,Kelley PLC School,Cape Town,8.0,1519.0,74.0,French,Yes,Yes,3.04,Excellent
Manuel Johnson,Male,19,Argentina,"Perkins, Chambers and Walker School",Sydney,7.0,1331.0,92.0,French,Yes,Yes,1.44,Average
Jesse Sutton,Female,17,Indonesia,"Taylor, Moore and Guzman School",Sydney,6.0,1320.0,69.0,English,No,No,1.14,Average
Lisa Gibson,Male,17,Indonesia,Taylor-Evans School,Beijing,6.0,1293.0,86.0,Spanish,No,No,1.03,Average
Connie Perkins,Male,19,Turkey,Wright-Davis School,Vancouver,9.0,1252.0,69.0,Spanish,Yes,No,0.52,Poor
Larry Chan,Female,19,Thailand,"Wang, Adams and Henderson School",Vancouver,7.0,1303.0,89.0,German,No,No,1.15,Average
Caleb Bush,Male,17,Russia,Pennington-Mahoney School,Moscow,9.0,1342.0,95.0,English,No,Yes,1.57,Average
Christina Parsons,Female,19,Australia,"Castro, Baker and Mcknight School",Berlin,6.0,1470.0,65.0,German,No,Yes,2.5,Good
Harold Ramirez,Female,19,Indonesia,"Ramos, Fernandez and Hawkins School",Cape Town,7.0,1225.0,95.0,French,Yes,Yes,0.48,Poor
Joshua Cooley,Male,17,Mexico,Lopez-Powell School,Houston,8.0,1284.0,84.0,French,Yes,No,0.94,Poor
Denise Wright,Female,17,Bangladesh,"Miller, Kelly and Hardin School",London,9.0,1524.0,65.0,English,No,No,3.02,Excellent
Jessica Oliver,Female,18,Italy,"Hunter, Smith and Jones School",Moscow,7.0,1259.0,77.0,Spanish,Yes,No,0.64,Poor
Paul Lopez,Male,17,Russia,Brown Inc School,Vancouver,9.0,1337.0,66.0,French,Yes,Yes,1.29,Average
Erica Cabrera,Male,19,Turkey,"Green, Smith and Monroe School",New York,10.0,1546.0,88.0,German,Yes,No,3.42,Excellent
Kelly Davis,Male,17,Pakistan,"Gonzales, Berry and Ruiz School",Moscow,8.0,1262.0,90.0,English,Yes,Yes,0.78,Poor
Nathan Maxwell DDS,Female,17,Canada,"Taylor, Clark and Harmon School",Sydney,7.0,1233.0,64.0,German,Yes,No,0.3,Poor
Paul Taylor,Male,17,Pakistan,"Jensen, Williams and Dennis School",Chicago,6.0,1394.0,80.0,Spanish,Yes,No,1.92,Average
Donna Martinez,Male,18,Brazil,Walker Group School,Sydney,9.0,1321.0,93.0,Spanish,Yes,Yes,1.36,Average
Katherine Little,Female,18,Pakistan,Macias-Andrews School,Cape Town,6.0,1425.0,97.0,English,Yes,No,2.35,Good
Janet Garrett,Female,19,Bangladesh,Hooper Inc School,Cape Town,9.0,1522.0,81.0,Spanish,Yes,No,3.14,Excellent
Aaron Martinez,Male,18,Italy,"Lawson, Welch and Taylor School",Vancouver,8.0,1255.0,98.0,French,No,No,0.78,Poor
Jeffrey Hicks,Male,17,Spain,Gaines PLC School,Tokyo,10.0,1432.0,81.0,Spanish,No,Yes,2.3,Good
Christian Gomez,Male,18,Mexico,Stewart-Armstrong School,Dubai,9.0,1402.0,76.0,German,Yes,Yes,1.98,Average
Troy Palmer,Female,17,China,Scott-Hughes School,Dubai,10.0,1258.0,94.0,German,No,Yes,0.79,Poor
Megan Gray,Female,18,Argentina,Moyer-Gardner School,Sydney,7.0,1450.0,80.0,German,No,No,2.45,Good
Amy Thompson,Female,18,China,Collins Ltd School,Paris,9.0,1309.0,79.0,English,Yes,No,1.14,Average
Johnny Mccall,Female,18,South Korea,Mendez-Norris School,Phoenix,8.0,1395.0,80.0,English,Yes,No,1.94,Average
Rebecca Todd,Male,17,Russia,Sullivan and Sons School,Vancouver,8.0,1233.0,94.0,German,No,No,0.55,Poor
William Jackson,Male,18,South Africa,Sandoval-Reynolds School,Cape Town,9.0,1384.0,93.0,German,Yes,No,1.95,Average
Mary Johnson,Female,17,Thailand,Anderson-Rogers School,Cape Town,9.0,1323.0,76.0,English,Yes,No,1.24,Average
Kathleen Diaz,Male,17,Spain,Hamilton-Oneill School,Phoenix,10.0,1529.0,73.0,German,Yes,No,3.14,Excellent
Courtney Hicks,Female,19,South Korea,Baldwin Inc School,Sydney,9.0,1223.0,80.0,French,No,No,0.34,Poor
Andrew Murphy,Female,18,Turkey,"Parker, Moore and Jimenez School",Los Angeles,8.0,1367.0,83.0,English,No,Yes,1.7,Average
