Name,Gender,Age,Country,HighSchoolName,HighSchoolLocation,HSGA,SAT,GAT,Languages,FirstGenerationCollegeStudent,FinancialAidNeeded,CGPA,CGPA_Category
Joshua Holmes,Male,17,UK,Cooper and Sons School,Tokyo,9.0,1432.0,66.0,German,No,Yes,2.18,Good
Megan Boone,Male,17,Iran,Martin-Hunt School,Beijing,7.0,1453.0,64.0,French,No,Yes,2.35,Good
Barbara Smith,Male,19,Canada,Lopez Ltd School,Paris,10.0,1263.0,61.0,German,No,No,0.57,Poor
Adam Conner,Male,18,Japan,Chen-Porter School,Houston,7.0,1390.0,95.0,English,Yes,No,2.01,Good
Cynthia Sanchez,Female,17,South Africa,Pope-Hopkins School,Phoenix,8.0,1487.0,69.0,English,Yes,No,2.71,Good
Cesar Hunt,Female,17,Russia,Reed-Garcia School,Cape Town,6.0,1308.0,68.0,English,No,Yes,1.02,Average
Teresa Morris,Female,18,Thailand,Foley Inc School,Cape Town,10.0,1281.0,89.0,English,Yes,No,0.96,Poor
Mr. James Ruiz II,Male,19,Italy,"Nguyen, Henry and Hayes School",Toronto,8.0,1326.0,73.0,Spanish,Yes,Yes,1.24,Average
Walter Valdez,Female,19,Vietnam,"Gonzalez, Webb and Lee School",New York,8.0,1297.0,80.0,French,Yes,No,1.03,Average
Melissa Thomas,Female,18,Bangladesh,Wheeler Group School,Toronto,6.0,1286.0,67.0,English,Yes,Yes,0.81,Poor
Jennifer Harris,Female,19,South Africa,Delacruz-Brown School,Houston,9.0,1370.0,98.0,Spanish,No,Yes,1.86,Average
Alyssa Lawrence,Female,19,US,Hampton-Lewis School,Chicago,7.0,1563.0,94.0,German,No,No,3.61,Excellent
Kelly Hill,Female,17,Brazil,"Peters, Grimes and Jackson School",Beijing,10.0,1403.0,95.0,German,No,No,2.14,Good
Charles Branch,Female,17,Australia,Edwards-Johnson School,Paris,7.0,1275.0,76.0,English,No,No,0.78,Poor
Cheryl Parsons,Female,17,Thailand,Krause Group School,Phoenix,7.0,1231.0,90.0,English,Yes,Yes,0.49,Poor
Ethan Sutton,Male,18,Canada,Johnson-Benton School,Dubai,6.0,1478.0,66.0,English,No,Yes,2.59,Good
Tyler Giles,Male,19,South Africa,Tyler and Sons School,Toronto,8.0,1353.0,60.0,Spanish,Yes,No,1.39,Average
Amy Peck,Female,19,Pakistan,"Henson, Martinez and Moore School",Toronto,8.0,1529.0,61.0,English,No,Yes,3.04,Excellent
Michael Anthony,Female,17,Colombia,Monroe-Stone School,Los Angeles,6.0,1464.0,83.0,Spanish,Yes,No,2.6,Good
Bonnie Davis,Male,17,Canada,Chavez-Parker School,Beijing,9.0,1518.0,78.0,German,No,No,3.08,Excellent
Rebecca Lopez,Male,18,Turkey,"Horton, Perez and Smith School",Phoenix,8.0,1309.0,81.0,German,Yes,No,1.15,Average
Mr. Jordan Walsh,Female,19,Spain,Wright LLC School,London,8.0,1477.0,60.0,Spanish,Yes,Yes,2.54,Good
Cathy Alvarez,Female,18,Iran,Benson-Hayes School,Phoenix,8.0,1306.0,77.0,English,No,Yes,1.09,Average
Ryan Pope,Female,19,Bangladesh,"Miller, Morrow and Williams School",Toronto,8.0,1576.0,89.0,French,Yes,Yes,3.7,Excellent
Elizabeth Leonard,Female,18,US,"Johnston, Johnson and Robinson School",Dubai,8.0,1455.0,78.0,Spanish,No,Yes,2.48,Good
Aaron Henderson,Female,17,Nigeria,"Gilbert, Oconnor and Watkins School",Los Angeles,7.0,1330.0,89.0,French,Yes,Yes,1.4,Average
Gregory Norman,Female,18,Mexico,"Dillon, Riddle and Roberts School",Paris,7.0,1308.0,69.0,German,No,No,1.04,Average
Kenneth Campbell,Female,18,UK,Olson LLC School,Chicago,9.0,1276.0,93.0,English,Yes,No,0.94,Poor
Cody Leblanc,Female,17,Japan,Jones LLC School,Toronto,10.0,1478.0,84.0,English,Yes,No,2.76,Good
David Wolf,Male,19,South Korea,Morris-Ali School,Chicago,7.0,1287.0,68.0,German,Yes,No,0.83,Poor
Vicki Martinez,Male,19,South Korea,Brown-Zhang School,Chicago,7.0,1438.0,69.0,Spanish,No,Yes,2.25,Good
Angel Freeman,Female,17,Turkey,Weaver-Morgan School,Paris,9.0,1306.0,85.0,French,No,Yes,1.16,Average
Evelyn Owens,Male,18,Vietnam,Barnes-Howard School,Berlin,8.0,1465.0,93.0,French,Yes,Yes,2.7,Good
Christopher Schroeder,Female,18,Turkey,Sherman Ltd School,Dubai,6.0,1526.0,77.0,French,Yes,No,3.13,Excellent
Jade Adams,Female,18,Vietnam,"Garrett, Dougherty and Harris School",Los Angeles,7.0,1511.0,70.0,French,Yes,No,2.94,Good
Sarah Clark,Female,19,Spain,Flores-Baker School,Berlin,9.0,1504.0,95.0,English,No,Yes,3.08,Excellent
Jillian Hansen,Male,18,US,"Thomas, Bradford and Chan School",Cape Town,9.0,1275.0,87.0,English,No,Yes,0.88,Poor
Juan Robles,Female,19,Russia,Meyer-Roberson School,Moscow,6.0,1235.0,78.0,Spanish,Yes,No,0.42,Poor
Michael Richardson,Male,18,Nigeria,Benson Group School,Berlin,7.0,1480.0,80.0,French,Yes,No,2.73,Good
Lindsay Ochoa,Male,17,Nigeria,"Oconnor, Browning and Perry School",Beijing,7.0,1347.0,68.0,German,No,No,1.39,Average
Wayne Brown,Female,17,Turkey,"Villa, Morales and Young School",London,9.0,1373.0,85.0,German,No,No,1.78,Average
Denise Phillips,Male,19,France,"Moore, Ramsey and Vasquez School",Toronto,6.0,1212.0,74.0,English,Yes,Yes,0.18,Poor
Eddie Clark,Female,19,Argentina,Harvey-Mills School,Sydney,6.0,1304.0,100.0,Spanish,No,No,1.24,Average
Melissa Walker,Female,17,US,Anderson and Sons School,Chicago,9.0,1213.0,79.0,French,Yes,Yes,0.24,Poor
Richard Robinson,Male,17,Argentina,"Thomas, Mills and Ho School",Chicago,7.0,1552.0,79.0,German,Yes,Yes,3.39,Excellent
Benjamin Nguyen,Female,18,South Africa,"Johnson, Herrera and Hill School",Berlin,9.0,1297.0,83.0,German,Yes,Yes,1.06,Average
Evelyn Johnson,Male,17,Colombia,"Torres, Wilson and Green School",Phoenix,7.0,1423.0,97.0,French,Yes,Yes,2.33,Good
William Davis,Female,19,UK,Pena-Reed School,Tokyo,6.0,1216.0,92.0,German,No,Yes,0.36,Poor
Dennis Chung,Female,17,Nigeria,"Martinez, Smith and Smith School",Los Angeles,7.0,1467.0,78.0,Spanish,Yes,No,2.59,Good
William Sullivan,Female,19,South Korea,Morgan-Taylor School,New York,9.0,1329.0,89.0,Spanish,Yes,Yes,1.4,Average
Richard Boyer,Male,19,US,"Bailey, Ramirez and Nelson School",Sydney,9.0,1559.0,83.0,English,No,Yes,3.5,Excellent
Gregory Tran,Female,18,Russia,Ross Ltd School,Phoenix,9.0,1555.0,80.0,Spanish,No,No,3.44,Excellent
Claudia Webb,Female,18,US,Jackson-Pena School,Los Angeles,8.0,1330.0,68.0,German,No,Yes,1.24,Average
Robert Hernandez,Female,18,Turkey,Gregory-Ellison School,Toronto,9.0,1560.0,79.0,Spanish,Yes,Yes,3.48,Excellent
Brian Huynh,Female,18,Italy,Bailey-Salas School,Houston,7.0,1598.0,70.0,English,Yes,Yes,3.75,Excellent
Miranda Shields,Female,17,Mexico,Griffin Ltd School,Houston,7.0,1530.0,97.0,English,No,Yes,3.33,Excellent
Julia Bowers,Male,18,Mexico,Glover-Taylor School,London,10.0,1538.0,73.0,English,No,Yes,3.23,Excellent
Jeremy Newman,Female,17,Canada,Cook Group School,Los Angeles,6.0,1300.0,98.0,Spanish,No,No,1.19,Average
Connie Jones,Male,18,Egypt,Perez Inc School,Dubai,6.0,1431.0,81.0,German,Yes,No,2.27,Good
Todd Parker,Female,18,India,Miles LLC School,Berlin,7.0,1227.0,85.0,German,Yes,Yes,0.41,Poor
Allison Roberts,Female,19,Mexico,"Sullivan, Rodriguez and Eaton School",Berlin,6.0,1238.0,82.0,English,No,Yes,0.48,Poor
Christopher Reyes,Female,17,Mexico,"Wright, Garcia and Bennett School",London,7.0,1600.0,65.0,German,No,Yes,3.73,Excellent
Jim Caldwell,Female,19,Spain,Williams and Sons School,Cape Town,8.0,1331.0,75.0,Spanish,No,No,1.3,Average
Deborah Rodriguez,Female,18,Australia,Watkins-Shaw School,Phoenix,8.0,1499.0,64.0,French,Yes,Yes,2.78,Good
Tricia Harper,Male,17,Bangladesh,Fernandez-Graham School,London,10.0,1523.0,85.0,English,No,Yes,3.18,Excellent
Joyce Cooke,Female,18,Iran,"Hernandez, Miller and Adams School",Paris,9.0,1543.0,78.0,French,Yes,No,3.31,Excellent
Richard Edwards,Male,19,Spain,"Cox, Chavez and Kramer School",Houston,7.0,1599.0,91.0,Spanish,No,No,3.92,Excellent
Edward Davis,Female,17,France,"Ibarra, Chandler and Cuevas School",London,7.0,1297.0,69.0,French,Yes,No,0.93,Poor
Carolyn Lowe,Female,19,Australia,"Barton, Meyer and Johnson School",Los Angeles,8.0,1216.0,67.0,English,No,Yes,0.17,Poor
Kimberly Vargas,Male,18,Bangladesh,Cohen-Stevens School,Tokyo,8.0,1364.0,76.0,French,Yes,Yes,1.62,Average
Sarah Pacheco,Female,18,Colombia,Taylor-Stanley School,Beijing,7.0,1252.0,97.0,French,No,No,0.74,Poor
Robert Brown,Female,18,Nigeria,Baker-Cook School,London,8.0,1209.0,88.0,English,No,No,0.27,Poor
James Mclaughlin,Female,17,Mexico,Baldwin Ltd School,Cape Town,8.0,1344.0,77.0,German,No,No,1.44,Average
Devin Mercer,Female,19,Iran,"Smith, Rice and Reilly School",London,8.0,1513.0,81.0,Spanish,Yes,Yes,3.05,Excellent
Jennifer Williams,Female,19,China,Orr-Horn School,Vancouver,8.0,1426.0,63.0,French,No,No,2.09,Good
Jeremy Bradford,Male,18,India,Hicks Inc School,Beijing,7.0,1325.0,99.0,Spanish,Yes,No,1.43,Average
Gabriel Williams,Female,19,Egypt,"Medina, Jimenez and Martinez School",Sydney,10.0,1462.0,87.0,Spanish,No,Yes,2.63,Good
Ricky Brown,Female,17,South Korea,Jensen-Jones School,Beijing,9.0,1293.0,71.0,German,Yes,Yes,0.92,Poor
Amanda Scott,Female,18,Russia,Campbell PLC School,Vancouver,7.0,1206.0,83.0,Spanish,Yes,No,0.2,Poor
Rebecca Garcia,Male,18,US,Griffin-Davis School,Chicago,9.0,1506.0,64.0,English,No,No,2.85,Good
Lauren Norris,Male,18,Egypt,Cruz LLC School,Sydney,8.0,1449.0,99.0,Spanish,Yes,Yes,2.6,Good
Taylor Arnold,Male,17,Iran,"Gutierrez, Davenport and Evans School",Dubai,10.0,1505.0,67.0,French,Yes,Yes,2.87,Good
Bryan Hernandez,Female,18,Brazil,Ramos-Phelps School,Moscow,9.0,1216.0,86.0,English,Yes,Yes,0.32,Poor
James Thompson,Male,18,Canada,Pacheco Group School,Paris,8.0,1535.0,70.0,German,Yes,No,3.17,Excellent
Vincent Brown,Male,18,US,"Knight, Luna and Herring School",Beijing,6.0,1448.0,89.0,French,No,Yes,2.5,Good
Patrick Parker,Male,18,Japan,Santana Inc School,Beijing,7.0,1425.0,91.0,German,Yes,No,2.3,Good
Paul King,Female,19,France,Cain LLC School,Chicago,8.0,1450.0,87.0,Spanish,Yes,No,2.51,Good
Julia Cherry,Female,18,China,Paul-Yang School,Dubai,9.0,1546.0,85.0,French,No,Yes,3.39,Excellent
Johnny Davis,Male,17,Vietnam,Page-Buchanan School,Cape Town,7.0,1435.0,96.0,Spanish,No,No,2.44,Good
James Houston,Female,18,Russia,Patel-Jones School,Berlin,7.0,1432.0,63.0,French,Yes,No,2.14,Good
Adam Becker,Male,18,Germany,Harper LLC School,Sydney,9.0,1596.0,73.0,German,Yes,No,3.76,Excellent
Gary Stephens,Male,19,Iran,"Pierce, Patel and Flores School",Paris,10.0,1503.0,70.0,German,Yes,Yes,2.88,Good
Nancy Rodriguez,Male,18,Brazil,"Dougherty, Williams and Olson School",Berlin,8.0,1377.0,100.0,English,Yes,Yes,1.93,Average
Donald Richmond,Female,19,Bangladesh,"Stewart, Jackson and Guerrero School",Moscow,7.0,1483.0,76.0,Spanish,No,No,2.72,Good
Michelle Miller,Male,17,Iran,"Mcfarland, Peters and Flores School",Los Angeles,7.0,1356.0,89.0,French,No,Yes,1.64,Average
Devin Ross,Male,19,UK,"Lang, Mcmillan and Blair School",Houston,6.0,1292.0,87.0,English,Yes,No,1.03,Average
Mary Smith,Male,18,South Africa,"Ramirez, Mcbride and Butler School",Toronto,10.0,1439.0,68.0,German,Yes,No,2.26,Good
Donna Miller,Male,17,Indonesia,"Rogers, Reed and Gaines School",Toronto,6.0,1571.0,70.0,French,Yes,No,3.49,Excellent
Jonathan Ramsey,Male,18,South Africa,Martinez-White School,Dubai,8.0,1572.0,71.0,French,No,No,3.52,Excellent
Kelly Alvarez,Male,19,Mexico,"Frost, Rangel and Davis School",Sydney,7.0,1337.0,76.0,French,No,No,1.36,Average
Leah Moore,Male,17,Canada,"Dunn, Thomas and Brown School",Moscow,8.0,1411.0,69.0,French,Yes,Yes,2.0,Average
Karen Estrada,Female,17,Germany,Booth and Sons School,Moscow,9.0,1285.0,61.0,French,No,Yes,0.77,Poor
Michelle Harris,Female,19,Nigeria,"Smith, Conner and West School",Tokyo,9.0,1598.0,95.0,English,Yes,Yes,3.96,Excellent
Kelly Turner,Male,19,Canada,Bryant-Hubbard School,Tokyo,7.0,1592.0,99.0,German,No,No,3.92,Excellent
Ms. Sharon Castillo DVM,Male,17,Brazil,Dunn-Christensen School,Dubai,6.0,1460.0,74.0,French,No,Yes,2.49,Good
Patricia Robinson,Female,17,Argentina,Frank Ltd School,Moscow,7.0,1522.0,74.0,French,Yes,Yes,3.07,Excellent
David Torres,Male,19,Canada,Hall-Martinez School,Cape Town,10.0,1486.0,60.0,English,Yes,Yes,2.64,Good
Judy Fox,Male,18,China,Stone Group School,Berlin,9.0,1437.0,87.0,German,No,No,2.39,Good
Adam Dean,Male,17,China,Anderson-Wang School,Chicago,8.0,1221.0,93.0,German,No,No,0.42,Poor
Jasmine Williams,Male,19,UK,Harper Inc School,Tokyo,8.0,1382.0,66.0,German,No,Yes,1.71,Average
Kimberly Rios,Male,18,Brazil,Johnson-Allen School,Los Angeles,9.0,1470.0,66.0,German,Yes,Yes,2.53,Good
Damon Mcguire,Female,17,South Korea,"Kramer, Brooks and Clark School",Paris,7.0,1471.0,92.0,German,Yes,Yes,2.74,Good
Rhonda Townsend,Female,17,Iran,Snyder-Chandler School,Sydney,10.0,1349.0,85.0,Spanish,Yes,Yes,1.56,Average
Samantha Evans,Male,19,Philippines,"Fields, Riley and Rogers School",Sydney,8.0,1577.0,62.0,Spanish,Yes,No,3.49,Excellent
Brian Burke,Male,18,Italy,"Hernandez, Rodriguez and Wilson School",London,8.0,1267.0,85.0,English,Yes,No,0.79,Poor
Phillip Gaines,Female,17,Iran,"Wallace, Glass and Smith School",Dubai,8.0,1400.0,72.0,German,No,No,1.92,Average
Shelly Smith,Male,18,South Africa,"Byrd, Silva and Hawkins School",Dubai,6.0,1476.0,75.0,English,Yes,No,2.65,Good
Isabel Bryan,Female,18,Russia,"Kramer, Mitchell and Russell School",Berlin,7.0,1479.0,91.0,Spanish,No,No,2.81,Good
Brittany Crawford,Male,17,Spain,Warren LLC School,Los Angeles,9.0,1459.0,92.0,Spanish,Yes,No,2.64,Good
Derek Valdez,Male,18,Philippines,"Mercer, Guerrero and Lewis School",Toronto,6.0,1310.0,76.0,Spanish,No,Yes,1.11,Average
Edward King,Male,17,Spain,"James, Odonnell and Jordan School",Berlin,8.0,1262.0,98.0,Spanish,No,Yes,0.84,Poor
David Lara,Male,18,India,Nash LLC School,Los Angeles,7.0,1454.0,76.0,French,Yes,Yes,2.45,Good
Edward Davidson,Female,17,Indonesia,Owen-Ramirez School,Houston,8.0,1440.0,91.0,Spanish,Yes,No,2.45,Good
Curtis Manning,Male,19,Colombia,Castillo-Munoz School,Berlin,7.0,1272.0,79.0,German,No,No,0.78,Poor
David Fisher,Female,17,Mexico,"Sutton, Potts and Smith School",Los Angeles,7.0,1482.0,96.0,English,No,No,2.87,Good
Allison Cox,Female,17,Germany,Price PLC School,Berlin,9.0,1382.0,96.0,Spanish,Yes,No,1.95,Average
John Bailey,Female,17,Australia,Herman-Welch School,Beijing,7.0,1467.0,63.0,English,Yes,No,2.47,Good
Larry Mitchell,Male,18,Vietnam,"Figueroa, Guerra and Chavez School",New York,8.0,1535.0,97.0,Spanish,No,No,3.38,Excellent
Justin Smith,Female,19,Vietnam,Young-Rodriguez School,London,8.0,1268.0,93.0,German,No,No,0.86,Poor
Krystal Reid,Female,18,Japan,"Moran, Perez and Bell School",Sydney,9.0,1208.0,92.0,English,No,No,0.3,Poor
Heather Knox,Male,18,US,"Flores, Combs and Schultz School",Phoenix,10.0,1512.0,68.0,French,Yes,No,2.94,Good
William Morgan,Male,17,Spain,Kelly PLC School,Moscow,9.0,1444.0,92.0,Spanish,No,Yes,2.5,Good
Kent Sharp,Male,18,US,Jensen-White School,Paris,7.0,1480.0,94.0,German,Yes,Yes,2.84,Good
Dale Fox,Male,17,Iran,Walters PLC School,London,6.0,1535.0,72.0,Spanish,No,No,3.17,Excellent
Eric Mendoza,Female,19,Iran,Riley-Valenzuela School,Dubai,7.0,1521.0,98.0,French,No,No,3.25,Excellent
Mary Perry,Female,18,Japan,Thompson Group School,Moscow,8.0,1584.0,62.0,English,No,No,3.56,Excellent
Patricia Cole,Female,18,South Korea,"Liu, Burns and Castro School",Cape Town,6.0,1414.0,66.0,French,No,Yes,2.0,Average
Jeffrey Shaffer,Female,18,Indonesia,Cervantes and Sons School,Chicago,8.0,1395.0,82.0,Spanish,Yes,No,1.96,Average
Scott Kim,Female,17,Japan,Macdonald-Gonzalez School,Dubai,8.0,1361.0,83.0,English,Yes,No,1.65,Average
Margaret Hernandez,Female,17,Philippines,Boyd Ltd School,London,7.0,1261.0,86.0,English,No,No,0.73,Poor
Jacob Norton,Female,18,Thailand,Thompson-Gregory School,Tokyo,9.0,1429.0,61.0,Spanish,Yes,No,2.11,Good
Jessica Collins,Male,18,South Korea,Dillon Inc School,Paris,6.0,1311.0,98.0,German,Yes,Yes,1.29,Average
James Jones,Male,19,Philippines,Morse-Mcdonald School,Sydney,6.0,1569.0,62.0,French,Yes,Yes,3.41,Excellent
Aaron Bright,Male,19,Turkey,Ross-Hardy School,Moscow,9.0,1433.0,66.0,English,No,Yes,2.19,Good
Christopher Campbell,Male,19,Japan,Martin-Zimmerman School,New York,8.0,1437.0,61.0,French,No,No,2.18,Good
Courtney Brady,Male,19,Iran,Schultz-Carey School,Sydney,9.0,1342.0,83.0,German,No,No,1.47,Average
Robert Brooks,Female,19,Colombia,Kramer-Mercado School,Chicago,8.0,1221.0,97.0,French,No,Yes,0.45,Poor
Michael Warren,Female,17,Argentina,Jones-Lewis School,Moscow,7.0,1213.0,87.0,German,No,Yes,0.29,Poor
Trevor Dennis,Female,19,Vietnam,"Walton, Rivera and Nichols School",Paris,9.0,1369.0,93.0,English,No,Yes,1.81,Average
Martha Jimenez,Female,19,Colombia,"Melendez, Taylor and Mcconnell School",Moscow,9.0,1234.0,61.0,Spanish,No,Yes,0.29,Poor
Margaret West,Male,18,Philippines,Collins-Miller School,Moscow,9.0,1443.0,82.0,German,No,Yes,2.41,Good
Elizabeth Rodriguez,Female,17,Thailand,Scott-Brooks School,Vancouver,7.0,1552.0,78.0,Spanish,No,No,3.38,Excellent
Paula Sanders,Female,19,Philippines,Griffin PLC School,Phoenix,8.0,1553.0,80.0,English,No,Yes,3.41,Excellent
Ronald Houston,Female,19,South Africa,Pope Group School,New York,7.0,1464.0,63.0,English,Yes,Yes,2.44,Good
Mary Lee,Female,19,India,Moore Ltd School,Dubai,6.0,1284.0,87.0,French,No,Yes,0.95,Poor
Carol Mayer,Male,18,South Africa,"Bradley, Bonilla and Smith School",Dubai,10.0,1545.0,80.0,German,Yes,No,3.35,Excellent
Robert Ortiz,Female,18,Russia,"Hill, Johnson and Steele School",Sydney,7.0,1554.0,91.0,French,No,No,3.51,Excellent
Aaron Fuller,Male,18,Thailand,Gonzalez-Daniel School,Chicago,10.0,1279.0,79.0,French,Yes,No,0.86,Poor
Kelly Ochoa,Male,19,Germany,"Gonzales, Brown and Sutton School",Chicago,8.0,1495.0,66.0,English,No,No,2.76,Good
Ashley Gonzalez,Male,18,Pakistan,Parsons-Powell School,Houston,7.0,1315.0,86.0,Spanish,Yes,Yes,1.24,Average
Sharon White,Male,19,France,Turner Inc School,Moscow,8.0,1521.0,67.0,Spanish,No,No,3.01,Excellent
Dorothy Morgan,Female,17,Russia,"Le, Maynard and Curtis School",Berlin,9.0,1599.0,95.0,English,Yes,Yes,3.97,Excellent
Todd Hunt,Female,19,Bangladesh,Becker Inc School,Los Angeles,9.0,1212.0,85.0,French,Yes,No,0.28,Poor
Daniel Harrison,Male,18,Mexico,"Wood, Morgan and Flores School",Sydney,9.0,1559.0,66.0,Spanish,Yes,Yes,3.36,Excellent
Frank Brennan,Female,17,Turkey,Ferguson-Aguirre School,Sydney,9.0,1449.0,98.0,English,Yes,Yes,2.59,Good
Angela Burnett,Female,19,Indonesia,Pearson Group School,Moscow,9.0,1589.0,81.0,German,No,Yes,3.76,Excellent
Melissa Williams,Female,17,Russia,"Brown, Garcia and Flores School",Dubai,9.0,1386.0,63.0,French,Yes,Yes,1.73,Average
Alisha Miller,Female,17,China,Butler and Sons School,Sydney,7.0,1539.0,85.0,German,Yes,Yes,3.32,Excellent
Douglas Ruiz,Male,17,South Korea,Daniels-Martinez School,Dubai,8.0,1225.0,70.0,English,Yes,No,0.28,Poor
Beth Larson,Female,19,Bangladesh,Jordan Inc School,Houston,7.0,1334.0,92.0,French,No,No,1.46,Average
Christopher Hardy,Female,18,US,"Raymond, Jimenez and Ross School",Moscow,10.0,1227.0,93.0,Spanish,No,Yes,0.49,Poor
Taylor Anderson,Male,19,Italy,Lane LLC School,Sydney,10.0,1590.0,99.0,French,Yes,No,3.92,Excellent
Chris Graham,Female,18,South Africa,Rogers-Hayes School,Toronto,6.0,1527.0,80.0,English,No,No,3.16,Excellent
Joseph Robinson,Male,19,UK,Welch-Romero School,London,9.0,1541.0,78.0,Spanish,Yes,No,3.29,Excellent
Crystal Hall,Female,19,Argentina,Chen-Rodriguez School,Tokyo,10.0,1575.0,90.0,Spanish,Yes,Yes,3.71,Excellent
Emily Frey,Male,19,Australia,"Thomas, Bernard and Thomas School",Vancouver,7.0,1234.0,65.0,French,No,Yes,0.31,Poor
Courtney Fitzgerald,Female,18,Colombia,Ross-Powell School,Los Angeles,8.0,1354.0,82.0,English,Yes,Yes,1.57,Average
Eugene Jackson,Female,19,Italy,"Anthony, Santos and Kemp School",Sydney,10.0,1228.0,82.0,French,Yes,Yes,0.41,Poor
Christopher Garcia,Female,17,Japan,Hall Inc School,Dubai,6.0,1284.0,64.0,German,No,Yes,0.77,Poor
Dr. Nicholas Barton MD,Male,19,Thailand,"Thompson, Cobb and Graves School",Dubai,9.0,1292.0,77.0,French,Yes,No,0.96,Poor
Gina Williams,Male,17,France,"Lopez, Johnson and Griffin School",Houston,7.0,1388.0,94.0,English,Yes,No,1.98,Average
Christopher Saunders,Male,18,Egypt,"Gomez, Ellis and Ray School",Sydney,10.0,1307.0,94.0,French,Yes,No,1.24,Average
Frank Smith,Female,18,UK,Roberts and Sons School,Toronto,10.0,1240.0,64.0,English,Yes,No,0.38,Poor
Stanley Hall,Male,19,Argentina,Johnson-Murphy School,Tokyo,10.0,1267.0,64.0,French,No,Yes,0.63,Poor
Sandy Nash,Male,19,Argentina,Allen-Cruz School,Berlin,8.0,1259.0,71.0,French,Yes,Yes,0.6,Poor
Tiffany Lowe,Female,19,Vietnam,"Blake, Snyder and Lopez School",Beijing,9.0,1589.0,95.0,Spanish,No,No,3.87,Excellent
Jennifer Lopez,Female,17,Argentina,Flores-House School,Sydney,9.0,1504.0,65.0,German,Yes,No,2.84,Good
William Harrington,Female,18,Colombia,Stewart-Daniels School,Phoenix,7.0,1587.0,89.0,French,Yes,Yes,3.8,Excellent
David Wright,Male,17,France,Gomez Inc School,Berlin,9.0,1376.0,64.0,Spanish,No,No,1.64,Average
Ricky Thomas,Female,17,Iran,Brown-Robertson School,Cape Town,6.0,1311.0,85.0,French,Yes,No,1.19,Average
Christina Cole,Female,19,Argentina,Walsh and Sons School,Los Angeles,8.0,1519.0,74.0,German,No,No,3.05,Excellent
Hannah Diaz,Male,19,France,Jenkins PLC School,Sydney,7.0,1331.0,92.0,English,No,Yes,1.43,Average
Bryan Coleman,Male,17,Iran,Pugh Ltd School,Houston,6.0,1320.0,69.0,English,Yes,No,1.14,Average
Chad Nguyen,Female,17,Brazil,Smith-Sutton School,Phoenix,6.0,1293.0,86.0,German,No,Yes,1.03,Average
Douglas Jackson,Male,19,Vietnam,Carter and Sons School,Moscow,9.0,1252.0,69.0,German,No,No,0.52,Poor
Mark Hays,Female,19,Turkey,Watson and Sons School,Toronto,7.0,1303.0,89.0,French,Yes,No,1.15,Average
John Murphy,Male,17,France,Contreras-Fisher School,Moscow,9.0,1342.0,95.0,French,No,No,1.57,Average
David Reynolds,Female,19,Colombia,Cole-Yoder School,Beijing,6.0,1470.0,65.0,German,Yes,Yes,2.51,Good
Amber West,Male,19,Egypt,Martin-Gardner School,Vancouver,7.0,1225.0,95.0,Spanish,Yes,No,0.47,Poor
Christine Flynn,Male,17,UK,Odonnell-Hartman School,Sydney,8.0,1284.0,84.0,French,No,No,0.94,Poor
Kim Watson,Female,17,Canada,Stephens Group School,Berlin,9.0,1524.0,65.0,English,No,No,3.03,Excellent
Kelly Harrison,Female,18,Vietnam,Fisher-Gallegos School,Houston,7.0,1259.0,77.0,English,Yes,No,0.64,Poor
William Warner,Male,17,Japan,Lawson Ltd School,Cape Town,9.0,1337.0,66.0,French,Yes,Yes,1.29,Average
Mason Jackson,Male,19,US,Clements PLC School,Chicago,10.0,1546.0,88.0,German,Yes,No,3.42,Excellent
James Calhoun,Female,17,Nigeria,Smith Group School,Houston,8.0,1262.0,90.0,German,No,No,0.78,Poor
Marie Rodriguez,Female,17,China,Castro-Gonzalez School,Chicago,7.0,1233.0,64.0,English,Yes,No,0.3,Poor
